0.68947303	0.99957502	0.019444205
0.72182584	0.99955624	0.019435942
0.76138437	0.99953377	0.019427318
0.83405638	0.99950874	0.01941826
0.89954853	0.99947625	0.019408721
0.94840366	0.99944252	0.019398557
0.99980861	0.99940628	0.019387743
1.0339724	0.99937499	0.019376231
1.0655509	0.99934375	0.01936412
1.0969386	0.99931002	0.019351413
1.1269879	0.99927127	0.019338062
1.1580061	0.99922627	0.019323969
1.1853403	0.999165	0.019309018
1.2085582	0.99909502	0.019292895
1.2249269	0.99901873	0.019275434
1.2452677	0.99893498	0.019256519
1.2527887	0.99884123	0.019236011
1.2687764	0.99873501	0.019213721
1.2804495	0.99861747	0.019189415
1.2989975	0.99848378	0.019162886
1.314839	0.99833751	0.01913383
1.3326732	0.99818122	0.01910202
1.3387903	0.99800748	0.019067278
1.3529536	0.99781752	0.019029286
1.3587084	0.99761248	0.018987754
1.3623111	0.99739748	0.018942421
1.3655493	0.99718124	0.018893123
1.3732628	0.99697	0.018839868
1.3735614	0.99675626	0.018782783
1.3620239	0.99652874	0.018721856
1.3376768	0.99628001	0.018656868
1.2999618	0.99600375	0.018587464
1.244032	0.99570125	0.018513184
1.1681547	0.99537748	0.018433601
1.0776479	0.99502373	0.01834839
0.98247933	0.99462748	0.018257083
0.88753653	0.99418002	0.018158996
0.7916891	0.99369752	0.018053312
0.7066803	0.99319124	0.017939532
0.63779354	0.99264503	0.017817385
0.57040566	0.99201125	0.017686339
0.5108248	0.99124128	0.017545048
0.45806542	0.99030375	0.017391376
0.40599757	0.98917878	0.017222745
0.36056969	0.98787874	0.017036375
0.32174096	0.98639876	0.016829873
0.28209853	0.98469251	0.016600965
0.25196558	0.98268497	0.016346846
0.22294341	0.98033875	0.0160638
0.19286869	0.97765124	0.015747966
0.1672565	0.97461998	0.015396019
0.14442155	0.97123623	0.015005267
0.12018452	0.96741498	0.014573659
0.11021498	0.96310502	0.014098776
0.10113495	0.95820999	0.013578601
