month,MPS_ORTH
2011m3,.0029882972762776
2011m4,-.0255840718137398
2011m5,0
2011m6,.0237370737270358
2011m7,0
2011m8,-.0062032499809142
2011m9,.0668313712737119
2011m10,0
2011m11,.0215237689559124
2011m12,.0180705088407858
2012m1,-.0354886065424509
2012m2,0
2012m3,-.0096214187277186
2012m4,.0022061242760943
2012m5,0
2012m6,.0382147885613605
2012m7,0
2012m8,.0121450433402153
2012m9,-.0074552078674646
2012m10,-.0082521710487906
2012m11,0
2012m12,-.0138593635532921
2013m1,-.0156893899726719
2013m2,0
2013m3,-.0148811337526841
2013m4,0
2013m5,.0017303154649735
2013m6,-.0020595483876696
2013m7,-.0000432686910585
2013m8,0
2013m9,-.0129952643948317
2013m10,-.0117623316172004
2013m11,0
2013m12,-.0156540337235128
2014m1,.0116798667564085
2014m2,0
2014m3,.0050407865236471
2014m4,-.0055664324044276
2014m5,0
2014m6,.0130429858204695
2014m7,-.0008846432544343
2014m8,0
2014m9,.0396253639824343
2014m10,.051125507750037
2014m11,0
2014m12,-.034972788543288
2015m1,.0249920738997153
2015m2,0
2015m3,-.0513829080812921
2015m4,.0220191261240318
2015m5,0
2015m6,-.0505865154278684
2015m7,.0227717792385686
2015m8,0
2015m9,-.0324595999531352
2015m10,.066064254172426
2015m11,0
2015m12,.0422759111798042
2016m1,-.0042293475576499
2016m2,0
2016m3,-.0810179563285228
2016m4,.0038564099740806
2016m5,0
2016m6,-.037190644342058
2016m7,.0056751394634857
2016m8,0
2016m9,-.016753348133959
2016m10,0
2016m11,.014011448139666
2016m12,.0360435820238318
2017m1,0
2017m2,-.0100920271249347
2017m3,-.0413861051234514
2017m4,0
2017m5,.0447146438346912
2017m6,.0390383754232761
2017m7,-.0137187812218172
2017m8,0
2017m9,.0661799346494381
2017m10,0
2017m11,.0241863756022085
2017m12,.0009052686129123
2018m1,.0055372119684766
2018m2,0
2018m3,.0017775828161994
2018m4,0
2018m5,.0204815492976969
2018m6,.0291735328233012
2018m7,0
2018m8,.0085041120734855
2018m9,.0115440423023216
2018m10,0
2018m11,.0217378175788784
2018m12,.0661832088719856
2019m1,-.0031826427645267
2019m2,0
2019m3,-.0010742666266956
2019m4,0
2019m5,-.0294289288115182
2019m6,-.0368322802015109
2019m7,.053871229078683
2019m8,0
2019m9,.0556686640782683
2019m10,.0567440315522561
2019m11,0
2019m12,.0089625672394829
